Date,Time,Temperature(℃),Humidity(%),Precipitation (mm),Visibility(m),Wind speed(m/s),"Pavement temperature
(℃)"
2022/12/27,16:17,-2,98,0,43529,0.9,0.8
2022/12/27,16:18,-2,98,0,42921,0.8,0.6
2022/12/27,16:19,-2,98,0,42852,1.1,0.5
2022/12/27,16:20,-2.1,98,0,43150,1.4,0.3
2022/12/27,16:21,-2.1,98,0,40520,1.5,0
2022/12/27,16:22,-2.1,98,0,38498,1.3,-0.1
2022/12/27,16:23,-2.1,98,0,39105,1.2,0.2
2022/12/27,16:24,-2.1,98,0,37478,1.2,0.2
2022/12/27,16:25,-2.1,98,0,38437,0.7,0.2
2022/12/27,16:26,-2.1,98,0,39636,0.5,0.3
2022/12/27,16:27,-2.1,98,0,40244,0.6,0.8
2022/12/27,16:28,-2,98,0,43219,0.3,0.8
2022/12/27,16:29,-2,98,0,41262,0.3,0.8
2022/12/27,16:30,-2,98,0,42332,0.5,0.9
2022/12/27,16:31,-2,98,0,41960,1.1,0.7
2022/12/27,16:32,-2.1,98,0,38457,1.8,0.5
2022/12/27,16:33,-2.1,98,0,44127,1.7,0.1
2022/12/27,16:34,-2.1,98,0,43487,1.1,0
2022/12/27,16:35,-2.1,98,0,42052,0.6,0.3
2022/12/27,16:36,-2,98,0,40694,0.6,0.8
2022/12/27,16:37,-2.1,98,0,42572,0.8,0.8
2022/12/27,16:38,-2.1,98,0,43201,0.5,0.5
2022/12/27,16:39,-2.1,98,0,42279,0.4,0.3
2022/12/27,16:40,-2.1,98,0,43912,0.4,0.3
2022/12/27,16:41,-2.1,98,0,43036,0.4,0.3
2022/12/27,16:42,-2,98,0,41557,0.5,0.6
2022/12/27,16:43,-2,98,0,41931,0.6,0.9
2022/12/27,16:44,-2,98,0,41306,0.5,1
2022/12/27,16:45,-2,98,0,41134,0.3,0.9
2022/12/27,16:46,-1.9,98,0,42209,0.5,0.6
2022/12/27,16:47,-2,97,0,39464,0.9,0.3
2022/12/27,16:48,-2,97,0,38732,0.8,-0.1
2022/12/27,16:49,-2.1,97,0,39611,0.6,-0.1
2022/12/27,16:50,-2.1,97,0,36784,0.4,-0.1
2022/12/27,16:51,-2.1,98,0,36192,0.3,0
2022/12/27,16:52,-2,98,0,36876,0.4,0.5
2022/12/27,16:53,-2,98,0,33854,0.6,0.5
2022/12/27,16:54,-2.1,97,0,36048,0.8,0.1
2022/12/27,16:55,-2.2,97,0,36864,0.8,-0.4
2022/12/27,16:56,-2.2,97,0,35712,0.9,-0.5
2022/12/27,16:57,-2.2,97,0,36460,0.5,-0.5
2022/12/27,16:58,-2.2,98,0,33526,0.3,-0.3
2022/12/27,16:59,-2.2,98,0,34463,0.7,0.3
2022/12/27,17:00,-2.1,98,0,34961,1.1,0.4
2022/12/27,17:01,-2.1,98,0,34924,1.3,0.4
2022/12/27,17:02,-2.1,98,0,36599,1.3,0
2022/12/27,17:03,-2.1,98,0,36736,1.1,-0.3
2022/12/27,17:04,-2.1,98,0,36271,0.9,-0.2
2022/12/27,17:05,-2.1,98,0,35457,1.3,0
2022/12/27,17:06,-2.1,97,0,39525,1.9,0
2022/12/27,17:07,-2.2,97,0,43766,1.9,0
2022/12/27,17:08,-2.2,97,0,45022,1.5,-0.4
2022/12/27,17:09,-2.2,97,0,43929,1.5,-0.4
2022/12/27,17:10,-2.2,97,0,41143,1.7,-0.1
2022/12/27,17:11,-2.2,97,0,41866,1.9,-0.1
2022/12/27,17:12,-2.2,97,0,41660,1.9,-0.1
2022/12/27,17:13,-2.2,97,0,42258,1.8,-0.1
2022/12/27,17:14,-2.2,97,0,42498,1.7,0.1
2022/12/27,17:15,-2.3,97,0,40802,1.6,0.1
2022/12/27,17:16,-2.3,97,0,41103,1.7,-0.2
2022/12/27,17:17,-2.3,97,0,37515,1.8,-0.4
2022/12/27,17:18,-2.3,97,0,38421,1.6,-0.4
2022/12/27,17:19,-2.3,97,0,37551,1.5,-0.4
2022/12/27,17:20,-2.3,97,0,37788,1.9,-0.2
2022/12/27,17:21,-2.3,97,0,38871,1.6,-0.2
2022/12/27,17:22,-2.3,97,0,38861,1,-0.1
2022/12/27,17:23,-2.3,97,0,40475,0.9,-0.1
2022/12/27,17:24,-2.3,97,0,39491,0.8,0.2
2022/12/27,17:25,-2.3,97,0,38313,0.7,0.2
2022/12/27,17:26,-2.3,97,0,37432,0.5,0
2022/12/27,17:27,-2.3,97,0,40221,0.6,0
2022/12/27,17:28,-2.3,97,0,38862,0.5,0
2022/12/27,17:29,-2.2,97,0,39375,0.7,0
2022/12/27,17:30,-2.3,97,0,36934,1.1,0
2022/12/27,17:31,-2.3,97,0,36166,1.3,-0.1
2022/12/27,17:32,-2.3,97,0,36042,1.1,0
2022/12/27,17:33,-2.2,97,0,38908,0.7,0.1
2022/12/27,17:34,-2.3,97,0,41656,0.4,0.2
2022/12/27,17:35,-2.2,97,0,41490,0.5,0
2022/12/27,17:36,-2.3,97,0,43086,1.1,0
2022/12/27,17:37,-2.2,97,0,38907,1.8,0
2022/12/27,17:38,-2.3,97,0,37571,1.5,-0.1
2022/12/27,17:39,-2.3,97,0,40247,0.6,-0.3
2022/12/27,17:40,-2.3,97,0,40626,0.8,-0.2
2022/12/27,17:41,-2.2,97,0,35930,1,-0.2
2022/12/27,17:42,-2.3,97,0,38341,0.7,-0.2
2022/12/27,17:43,-2.2,97,0,38954,0.6,0
2022/12/27,17:44,-2.2,97,0,38310,0.5,0
2022/12/27,17:45,-2.2,97,0,39122,0.3,0
2022/12/27,17:46,-2.2,97,0,40494,0.4,0.2
2022/12/27,17:47,-2.1,97,0,39682,0.4,0.7
2022/12/27,17:48,-2.2,97,0,39619,0.3,0.7
2022/12/27,17:49,-2.2,97,0,41043,0.5,0.4
2022/12/27,17:50,-2.1,97,0,43455,0.4,0.4
2022/12/27,17:51,-2.1,97,0,43206,0.3,0.5
2022/12/27,17:52,-2.1,97,0,43750,0.4,0.5
2022/12/27,17:53,-2,97,0,41688,0.7,0.7
2022/12/27,17:54,-2,97,0,47224,0.7,0.7
2022/12/27,17:55,-2,97,0,47048,0.3,0.2
2022/12/27,17:56,-2,97,0,46690,0.5,0.2
2022/12/27,17:57,-2,97,0,45645,0.7,0.3
2022/12/27,17:58,-2,97,0,45996,0.6,0.3
2022/12/27,17:59,-2.1,97,0,46732,0.4,-0.1
2022/12/27,18:00,-2.1,97,0,45662,0.7,-0.1
2022/12/27,18:01,-2.1,97,0,43651,0.9,-0.2
2022/12/27,18:02,-2.1,96,0,44618,0.9,-0.2
2022/12/27,18:03,-2.1,97,0,44009,0.6,-0.1
2022/12/27,18:04,-2.1,97,0,47686,0.5,-0.1
2022/12/27,18:05,-2.1,96,0,46163,0.9,-0.2
2022/12/27,18:06,-2.1,96,0,48183,1.1,-0.3
2022/12/27,18:07,-2.1,96,0,47080,1.2,-0.3
2022/12/27,18:08,-2.1,96,0,45704,1.1,-0.3
2022/12/27,18:09,-2.1,96,0,43800,0.8,-0.2
2022/12/27,18:10,-2.1,97,0,46494,0.6,-0.1
2022/12/27,18:11,-2.1,97,0,44877,0.7,0.6
2022/12/27,18:12,-2.1,97,0,35974,1,0.6
2022/12/27,18:13,-2.1,97,0,31662,0.9,0.3
2022/12/27,18:14,-2.1,97,0,29903,0.9,0.1
2022/12/27,18:15,-2.1,97,0,31035,0.8,-0.3
2022/12/27,18:16,-2.1,97,0,30723,0.7,-0.5
2022/12/27,18:17,-2.1,97,0,30345,1,-0.3
2022/12/27,18:18,-2.1,97,0,28103,1.1,-0.2
2022/12/27,18:19,-2.1,97,0,30290,1.5,-0.1
2022/12/27,18:20,-2.2,97,0,42894,2,-0.7
2022/12/27,18:21,-2.2,97,0,43708,1.7,-0.9
2022/12/27,18:22,-2.2,97,0,46812,0.9,-0.9
2022/12/27,18:23,-2.2,97,0,49424,0.5,-0.6
2022/12/27,18:24,-2.2,97,0,46358,0.5,-0.2
2022/12/27,18:25,-2.1,97,0,41114,0.6,0
2022/12/27,18:26,-2.1,97,0,44753,0.5,0.1
2022/12/27,18:27,-2.1,97,0,35537,0.4,0.3
2022/12/27,18:28,-2.1,97,0,31002,0.5,0.3
2022/12/27,18:29,-2,97,0,32131,0.7,0.3
2022/12/27,18:30,-2,97,0,28028,1.1,0.2
2022/12/27,18:31,-2.1,97,0,29418,1.2,0
2022/12/27,18:32,-2.1,97,0,29103,0.9,-0.1
2022/12/27,18:33,-2,97,0,28678,0.7,-0.1
2022/12/27,18:34,-2,97,0,29898,0.8,-0.1
2022/12/27,18:35,-2,97,0,29506,0.9,-0.3
2022/12/27,18:36,-2.1,97,0,31789,0.7,-0.3
2022/12/27,18:37,-2,97,0,30492,0.4,-0.2
2022/12/27,18:38,-2,97,0,29232,0.6,-0.2
2022/12/27,18:39,-2,97,0,28235,0.7,-0.3
2022/12/27,18:40,-2,97,0,28542,0.5,-0.4
2022/12/27,18:41,-2,97,0,25714,0.6,-0.5
2022/12/27,18:42,-2.1,97,0,25672,0.6,-0.5
2022/12/27,18:43,-2,97,0,25166,1,-0.6
2022/12/27,18:44,-2.1,97,0,24332,0.9,-0.8
2022/12/27,18:45,-2.1,97,0,23929,0.8,-0.9
2022/12/27,18:46,-2.1,97,0,25270,0.8,-0.9
2022/12/27,18:47,-2.1,97,0,23936,0.7,-0.7
2022/12/27,18:48,-2.1,97,0,24858,0.9,-0.8
2022/12/27,18:49,-2.1,97,0,25962,1,-1.1
2022/12/27,18:50,-2.1,97,0,26318,0.6,-1.1
2022/12/27,18:51,-2.2,97,0,27923,0.5,-0.9
2022/12/27,18:52,-2.2,97,0,26851,0.4,-0.7
2022/12/27,18:53,-2.1,97,0,26973,0.3,-0.6
2022/12/27,18:54,-2.1,97,0,26753,0.2,-0.6
2022/12/27,18:55,-2.1,97,0,24664,0.4,-0.5
2022/12/27,18:56,-2.1,97,0,26782,0.5,-0.3
2022/12/27,18:57,-2.1,97,0,29747,0.6,-0.3
2022/12/27,18:58,-2.1,97,0,32442,0.9,-0.4
2022/12/27,18:59,-2.1,97,0,28921,0.8,-0.5
2022/12/27,19:00,-2.1,97,0,30695,0.6,-0.5
2022/12/27,19:01,-2.1,97,0,38844,0.5,-0.2
2022/12/27,19:02,-2.1,97,0,36525,0.5,0.1
2022/12/27,19:03,-2.1,97,0,39289,0.8,0.1
2022/12/27,19:04,-2.1,97,0,44300,0.7,-0.1
2022/12/27,19:05,-2.1,97,0,38970,0.7,-0.2
2022/12/27,19:06,-2.1,97,0,38849,1.1,-0.3
2022/12/27,19:07,-2.1,97,0,38482,1.5,-0.6
2022/12/27,19:08,-2.2,97,0,34568,1.4,-1
2022/12/27,19:09,-2.2,96,0,40027,1.5,-1
2022/12/27,19:10,-2.2,96,0,43939,1.5,-0.9
2022/12/27,19:11,-2.2,96,0,45242,1,-0.8
2022/12/27,19:12,-2.2,97,0,45728,0.6,-0.5
2022/12/27,19:13,-2.1,97,0,45901,0.3,-0.3
2022/12/27,19:14,-2.1,97,0,46505,0.2,0
2022/12/27,19:15,-2.1,97,0,40721,0.3,0.2
2022/12/27,19:16,-2.1,97,0,36520,0.6,0.2
2022/12/27,19:17,-2.1,97,0,34743,0.7,0.2
2022/12/27,19:18,-2.1,97,0,31827,0.4,0.1
2022/12/27,19:19,-2,97,0,37470,0.3,0.1
2022/12/27,19:20,-2,97,0,38664,0.3,0.1
2022/12/27,19:21,-2,97,0,37941,0.2,0.2
2022/12/27,19:22,-2,97,0,40069,0.5,0.3
2022/12/27,19:23,-2,97,0,41605,0.8,0.4
2022/12/27,19:24,-2,96,0,47180,0.7,-0.3
2022/12/27,19:25,-2,96,0,46323,0.4,-0.5
2022/12/27,19:26,-2,96,0,48241,0.5,-0.5
2022/12/27,19:27,-2,96,0,47770,0.5,-0.3
2022/12/27,19:28,-1.9,96,0,36221,0.5,0
2022/12/27,19:29,-2,96,0,32284,0.7,-0.3
2022/12/27,19:30,-2,96,0,28731,0.7,-0.5
2022/12/27,19:31,-2,96,0,30915,0.7,-0.5
2022/12/27,19:32,-2.1,96,0,28974,0.7,-0.7
2022/12/27,19:33,-2.1,96,0,26191,0.9,-0.9
2022/12/27,19:34,-2.1,96,0,28610,0.7,-1.1
2022/12/27,19:35,-2.1,96,0,28560,0.6,-1.1
2022/12/27,19:36,-2.1,96,0,26180,1,-0.9
2022/12/27,19:37,-2.1,96,0,26939,0.9,-0.9
2022/12/27,19:38,-2.1,97,0,26992,0.5,-0.7
2022/12/27,19:39,-2.1,97,0,24422,0.4,-0.7
2022/12/27,19:40,-2.1,97,0,24168,0.2,-0.7
2022/12/27,19:41,-2.1,97,0,24267,0.2,-0.7
2022/12/27,19:42,-2.1,97,0,23449,0.4,-0.8
2022/12/27,19:43,-2.1,97,0,25445,0.7,-0.9
2022/12/27,19:44,-2.1,97,0,26623,1.1,-0.8
2022/12/27,19:45,-2.2,97,0,26687,1.2,-0.8
2022/12/27,19:46,-2.2,97,0,23838,1,-0.8
2022/12/27,19:47,-2.2,97,0,23698,1.2,-0.8
2022/12/27,19:48,-2.2,97,0,24723,1.4,-0.9
2022/12/27,19:49,-2.2,97,0,25637,1.2,-1.1
2022/12/27,19:50,-2.2,97,0,24233,0.7,-1.1
2022/12/27,19:51,-2.2,97,0,25301,0.4,-0.7
2022/12/27,19:52,-2.2,97,0,25335,0.4,-0.6
2022/12/27,19:53,-2.2,97,0,26403,0.6,-0.7
2022/12/27,19:54,-2.2,97,0,26627,0.9,-0.8
2022/12/27,19:55,-2.2,97,0,26696,0.9,-0.9
2022/12/27,19:56,-2.2,97,0,26357,0.8,-0.9
2022/12/27,19:57,-2.2,97,0,26257,0.3,-0.8
2022/12/27,19:58,-2.2,97,0,26628,0.4,-0.5
2022/12/27,19:59,-2.2,97,0,27205,0.5,-0.4
2022/12/27,20:00,-2.2,97,0,27499,0.4,-0.3
2022/12/27,20:01,-2.2,97,0,27404,0.4,-0.3
2022/12/27,20:02,-2.2,97,0,28267,0.8,-0.4
2022/12/27,20:03,-2.2,97,0,28656,1.1,-0.7
2022/12/27,20:04,-2.2,97,0,26621,1.1,-1
2022/12/27,20:05,-2.2,97,0,27032,1.3,-1.1
2022/12/27,20:06,-2.2,97,0,28922,0.7,-0.8
2022/12/27,20:07,-2.2,97,0,28943,1.1,-0.8
2022/12/27,20:08,-2.3,97,0,26469,1.2,-1
2022/12/27,20:09,-2.3,97,0,25947,0.9,-1
2022/12/27,20:10,-2.3,97,0,28366,0.9,-0.8
2022/12/27,20:11,-2.3,97,0,28800,0.5,-0.5
2022/12/27,20:12,-2.2,98,0,29238,0.7,-0.5
2022/12/27,20:13,-2.2,97,0,27056,1.3,-0.7
2022/12/27,20:14,-2.2,97,0,23248,1.4,-0.9
2022/12/27,20:15,-2.2,97,0,24251,0.9,-0.9
2022/12/27,20:16,-2.3,98,0,24437,0.7,-0.8
2022/12/27,20:17,-2.3,98,0,23178,0.7,-0.7
2022/12/27,20:18,-2.3,97,0,20788,0.7,-1
2022/12/27,20:19,-2.3,98,0,19310,0.6,-1
2022/12/27,20:20,-2.2,98,0,21909,0.7,-1
2022/12/27,20:21,-2.3,98,0,21629,0.6,-0.9
2022/12/27,20:22,-2.3,98,0,21533,0.6,-0.7
2022/12/27,20:23,-2.2,98,0,23598,0.4,-0.6
2022/12/27,20:24,-2.2,98,0,23842,0.4,-0.6
2022/12/27,20:25,-2.2,98,0,21002,0.6,-0.6
2022/12/27,20:26,-2.2,98,0,21464,1.3,-0.7
2022/12/27,20:27,-2.2,98,0,21235,1.5,-1.1
2022/12/27,20:28,-2.3,98,0,21129,1.4,-1.2
2022/12/27,20:29,-2.3,98,0,23214,1.4,-1.2
2022/12/27,20:30,-2.3,98,0,25747,1.4,-1.3
2022/12/27,20:31,-2.3,97,0,30122,1.4,-1.2
2022/12/27,20:32,-2.3,97,0,28397,1.3,-1
2022/12/27,20:33,-2.3,97,0,29121,1.2,-0.9
2022/12/27,20:34,-2.3,97,0,25706,1,-0.9
2022/12/27,20:35,-2.3,97,0,23650,1,-0.8
2022/12/27,20:36,-2.3,97,0,21540,0.9,-0.6
2022/12/27,20:37,-2.3,98,0,17986,0.9,-0.5
2022/12/27,20:38,-2.3,97,0,19907,0.9,-0.6
2022/12/27,20:39,-2.3,98,0,19885,0.6,-0.6
2022/12/27,20:40,-2.2,98,0,23784,0.5,-0.6
2022/12/27,20:41,-2.2,98,0,25230,0.5,-0.5
2022/12/27,20:42,-2.2,98,0,25827,0.8,-0.5
2022/12/27,20:43,-2.2,98,0,25792,0.4,-0.7
2022/12/27,20:44,-2.3,98,0,27882,0.7,-0.7
2022/12/27,20:45,-2.3,98,0,27620,0.8,-0.7
2022/12/27,20:46,-2.3,98,0,27561,1.1,-0.9
2022/12/27,20:47,-2.3,98,0,27773,1.1,-1
2022/12/27,20:48,-2.3,97,0,26952,1.5,-1.1
2022/12/27,20:49,-2.3,97,0,31033,1.2,-1.1
2022/12/27,20:50,-2.3,97,0,28255,1.1,-1
2022/12/27,20:51,-2.3,98,0,27854,1,-0.8
2022/12/27,20:52,-2.3,98,0,27747,0.9,-0.8
2022/12/27,20:53,-2.3,97,0,27552,1,-0.8
2022/12/27,20:54,-2.3,97,0,27219,1,-0.8
2022/12/27,20:55,-2.3,98,0,26139,0.8,-0.7
2022/12/27,20:56,-2.2,98,0,26337,1.1,-0.6
2022/12/27,20:57,-2.3,98,0,26234,1.1,-0.6
2022/12/27,20:58,-2.3,98,0,26393,1.2,-0.6
2022/12/27,20:59,-2.2,98,0,24463,1.4,-0.6
2022/12/27,21:00,-2.2,98,0,24599,1.4,-0.8
2022/12/27,21:01,-2.3,98,0,26133,1.1,-0.8
2022/12/27,21:02,-2.3,98,0,25734,1.3,-0.9
2022/12/27,21:03,-2.3,98,0,24261,1.3,-0.9
2022/12/27,21:04,-2.3,98,0,26172,1.1,-0.7
2022/12/27,21:05,-2.3,98,0,23894,1.1,-0.5
2022/12/27,21:06,-2.3,98,0,23321,1.1,-0.5
2022/12/27,21:07,-2.2,98,0,25008,1.3,-0.6
2022/12/27,21:09,-2.3,97,0,26438,1.3,-1
2022/12/27,21:10,-2.3,97,0,25446,1.4,-1.2
2022/12/27,21:11,-2.3,97,0,26049,1.1,-1.2
2022/12/27,21:12,-2.3,97,0,25318,1.1,-1
2022/12/27,21:13,-2.3,98,0,25658,1,-0.9
2022/12/27,21:14,-2.3,97,0,24851,1.2,-0.9
2022/12/27,21:15,-2.3,98,0,25301,1.2,-0.9
2022/12/27,21:16,-2.3,97,0,23776,1.4,-1.1
2022/12/27,21:17,-2.3,97,0,23879,1.2,-1.2
2022/12/27,21:18,-2.3,97,0,24152,0.9,-1.2
2022/12/27,21:19,-2.3,97,0,25504,0.9,-1
2022/12/27,21:20,-2.3,97,0,25891,1.1,-1
2022/12/27,21:21,-2.3,97,0,23561,1.2,-1.1
2022/12/27,21:22,-2.3,97,0,24310,1,-1.1
2022/12/27,21:23,-2.3,97,0,24146,1,-1
2022/12/27,21:24,-2.3,97,0,22791,1,-0.9
2022/12/27,21:25,-2.3,97,0,24176,0.8,-0.8
2022/12/27,21:26,-2.3,97,0,24341,0.8,-0.8
2022/12/27,21:27,-2.3,98,0,23743,0.9,-0.8
2022/12/27,21:28,-2.3,97,0,24799,0.9,-1
2022/12/27,21:29,-2.3,98,0,25934,0.6,-1.1
2022/12/27,21:30,-2.3,98,0,26061,0.7,-1.2
2022/12/27,21:31,-2.3,98,0,25221,0.7,-1.2
2022/12/27,21:32,-2.3,97,0,26790,0.9,-1.1
2022/12/27,21:33,-2.3,97,0,25696,0.9,-1.2
2022/12/27,21:34,-2.4,97,0,27770,0.7,-1.2
2022/12/27,21:35,-2.3,98,0,26639,0.8,-1.2
2022/12/27,21:36,-2.3,98,0,25691,0.9,-1.1
2022/12/27,21:37,-2.3,98,0,26474,0.9,-1.1
2022/12/27,21:38,-2.3,97,0,25660,0.4,-0.8
2022/12/27,21:39,-2.2,98,0,25888,0.1,-0.6
2022/12/27,21:40,-2.2,98,0,25270,0.4,-0.6
2022/12/27,21:41,-2.2,98,0,25995,0.8,-0.7
2022/12/27,21:42,-2.3,98,0,24494,1.1,-1.1
2022/12/27,21:43,-2.3,98,0,25453,1.1,-1.1
2022/12/27,21:44,-2.2,98,0,23171,0.8,-0.9
2022/12/27,21:45,-2.2,98,0,23832,0.7,-0.8
2022/12/27,21:46,-2.3,98,0,25692,1.1,-0.8
2022/12/27,21:47,-2.3,98,0,26495,1.3,-1.1
2022/12/27,21:48,-2.3,98,0,25880,1.3,-1.2
2022/12/27,21:49,-2.3,98,0,24660,1.3,-1.1
2022/12/27,21:50,-2.3,98,0,28268,1.3,-1
2022/12/27,21:51,-2.3,98,0,27813,0.7,-0.9
2022/12/27,21:52,-2.2,98,0,27159,0.5,-0.7
2022/12/27,21:53,-2.2,98,0,28243,0.5,-0.6
2022/12/27,21:54,-2.2,98,0,28973,0.7,-0.6
2022/12/27,21:55,-2.2,98,0,28198,0.9,-0.7
2022/12/27,21:56,-2.2,98,0,28747,1,-0.9
2022/12/27,21:57,-2.2,98,0,27490,0.9,-0.8
2022/12/27,21:58,-2.2,98,0,28184,0.8,-0.7
2022/12/27,21:59,-2.2,98,0,28361,0.7,-0.7
2022/12/27,22:00,-2.2,98,0,27991,0.5,-0.8
2022/12/27,22:01,-2.2,98,0,28537,0.4,-0.8
2022/12/27,22:02,-2.2,98,0,28179,0.6,-1
2022/12/27,22:03,-2.2,98,0,27738,0.5,-1
2022/12/27,22:04,-2.2,98,0,25685,0.2,-0.9
2022/12/27,22:05,-2.2,98,0,25616,0.1,-0.9
2022/12/27,22:06,-2.2,98,0,27285,0.1,-0.9
2022/12/27,22:07,-2.2,98,0,27048,0.1,-0.5
2022/12/27,22:08,-2.2,98,0,25276,0.3,-0.5
2022/12/27,22:09,-2.2,98,0,26647,0.4,-0.9
2022/12/27,22:10,-2.2,98,0,27775,0.2,-1
2022/12/27,22:11,-2.2,98,0,26441,0.4,-1.1
2022/12/27,22:12,-2.2,98,0,28015,0.4,-1.2
2022/12/27,22:13,-2.2,98,0,26198,0.7,-1.2
2022/12/27,22:14,-2.2,98,0,28828,1.1,-1.2
2022/12/27,22:15,-2.2,98,0,27793,1.1,-1.3
2022/12/27,22:16,-2.2,98,0,26331,0.7,-1.2
2022/12/27,22:17,-2.2,98,0,27029,0.4,-1
2022/12/27,22:18,-2.2,98,0,27899,0.3,-0.9
2022/12/27,22:19,-2.2,98,0,27475,0.4,-0.7
2022/12/27,22:20,-2.2,98,0,27630,0.5,-0.7
2022/12/27,22:21,-2.2,98,0,25696,0.4,-0.8
2022/12/27,22:22,-2.2,98,0,26062,0.4,-0.9
2022/12/27,22:23,-2.2,98,0,28385,0.5,-1
2022/12/27,22:24,-2.2,98,0,32732,0.6,-1
2022/12/27,22:25,-2.2,98,0,30480,0.7,-1
2022/12/27,22:26,-2.2,98,0,30789,0.6,-1
2022/12/27,22:27,-2.2,98,0,30291,0.7,-1
2022/12/27,22:28,-2.2,98,0,31139,0.5,-0.9
2022/12/27,22:29,-2.2,98,0,31634,0.5,-1
2022/12/27,22:30,-2.2,98,0,29658,0.9,-1.2
2022/12/27,22:31,-2.2,97,0,29158,1,-1.3
2022/12/27,22:32,-2.2,97,0,28607,1.3,-1.2
2022/12/27,22:33,-2.3,97,0,28423,1.4,-1.2
2022/12/27,22:34,-2.3,97,0,28312,1.3,-1.3
2022/12/27,22:35,-2.3,97,0,26305,1.1,-1.3
2022/12/27,22:36,-2.3,98,0,24997,0.9,-1.2
2022/12/27,22:37,-2.3,98,0,25610,0.7,-1.1
2022/12/27,22:38,-2.3,97,0,26957,0.5,-1.1
2022/12/27,22:39,-2.3,98,0,27983,0.6,-1
2022/12/27,22:40,-2.3,98,0,25868,1,-0.9
2022/12/27,22:41,-2.3,98,0,27842,1.5,-1
2022/12/27,22:42,-2.3,98,0,28884,1.4,-1.1
2022/12/27,22:43,-2.3,98,0,31541,1.1,-1.2
2022/12/27,22:44,-2.3,98,0,30727,1,-1.1
2022/12/27,22:45,-2.3,98,0,31546,1,-1.1
2022/12/27,22:46,-2.3,98,0,32222,1.2,-1
2022/12/27,22:47,-2.3,98,0,35885,1.2,-1
2022/12/27,22:48,-2.3,97,0,39113,0.9,-1.2
2022/12/27,22:49,-2.3,98,0,36519,0.4,-1.3
2022/12/27,22:50,-2.3,97,0,35204,0.3,-1.2
2022/12/27,22:51,-2.2,98,0,32434,0.8,-0.6
2022/12/27,22:52,-2.2,98,0,27871,1.1,-0.6
2022/12/27,22:53,-2.2,98,0,26002,0.8,-0.6
2022/12/27,22:54,-2.2,98,0,24603,0.3,-0.6
2022/12/27,22:55,-2.1,98,0,27623,0,-0.8
2022/12/27,22:56,-2.2,98,0,30119,0,-0.8
2022/12/27,22:57,-2.2,98,0,31052,0,-0.8
2022/12/27,22:58,-2.2,98,0,28552,0,-0.8
2022/12/27,22:59,-2.1,98,0,29314,0.3,-0.8
2022/12/27,23:00,-2.2,97,0,26267,0.6,-0.8
2022/12/27,23:01,-2.2,97,0,30091,0.6,-0.9
2022/12/27,23:02,-2.2,97,0,30954,0.5,-1.1
2022/12/27,23:03,-2.2,97,0,32546,0.2,-1.1
2022/12/27,23:04,-2.2,97,0,32378,0,-1
2022/12/27,23:05,-2.2,97,0,30934,0.3,-0.9
2022/12/27,23:06,-2.2,97,0,31805,0.6,-0.9
2022/12/27,23:07,-2.2,97,0,33087,0.7,-1
2022/12/27,23:08,-2.2,97,0,30267,0.9,-1.3
2022/12/27,23:09,-2.2,97,0,31518,1,-1.5
2022/12/27,23:10,-2.2,97,0,32390,1.1,-1.5
2022/12/27,23:11,-2.2,97,0,34113,1.1,-1.3
2022/12/27,23:12,-2.2,97,0,34422,1.1,-1.2
2022/12/27,23:13,-2.3,97,0,33611,1.1,-1.2
2022/12/27,23:14,-2.3,97,0,34421,1,-1.3
2022/12/27,23:15,-2.2,97,0,33242,0.8,-1.2
2022/12/27,23:16,-2.3,97,0,34210,0.8,-1.1
2022/12/27,23:17,-2.3,97,0,33875,0.8,-1.1
2022/12/27,23:18,-2.3,97,0,32806,0.7,-1.1
2022/12/27,23:19,-2.3,97,0,32667,0.5,-1
2022/12/27,23:20,-2.2,98,0,32899,0.4,-0.9
2022/12/27,23:21,-2.2,98,0,30723,0.4,-0.9
2022/12/27,23:22,-2.2,98,0,30355,0.5,-0.9
2022/12/27,23:23,-2.2,98,0,28844,0.5,-1
2022/12/27,23:24,-2.2,97,0,28745,0.6,-1
2022/12/27,23:25,-2.2,97,0,28599,0.7,-1.1
2022/12/27,23:26,-2.2,97,0,29451,0.9,-1.2
2022/12/27,23:27,-2.2,97,0,28654,1,-1.2
2022/12/27,23:28,-2.3,97,0,31537,0.7,-1.2
2022/12/27,23:29,-2.2,97,0,28678,0.3,-1.2
2022/12/27,23:30,-2.2,98,0,29070,0.2,-1
2022/12/27,23:31,-2.2,97,0,27929,0.3,-0.9
2022/12/27,23:32,-2.2,97,0,29122,0.2,-1
2022/12/27,23:33,-2.2,97,0,29416,0.3,-1
2022/12/27,23:34,-2.2,97,0,28963,0.6,-1
2022/12/27,23:35,-2.2,97,0,31080,0.7,-1.1
2022/12/27,23:36,-2.2,97,0,31217,0.9,-1.3
2022/12/27,23:37,-2.2,97,0,27530,1.1,-1.3
2022/12/27,23:38,-2.2,97,0,29344,1.2,-1.4
2022/12/27,23:39,-2.3,97,0,29876,1.2,-1.5
2022/12/27,23:40,-2.3,97,0,31837,1.1,-1.5
2022/12/27,23:41,-2.3,97,0,32885,1.2,-1.4
2022/12/27,23:42,-2.3,97,0,34458,0.9,-1.4
2022/12/27,23:43,-2.3,97,0,32869,0.7,-1.4
2022/12/27,23:44,-2.3,97,0,29662,0.4,-1.2
